ID,Area (int), Perimeter (float), MajorAxisLength (float), MinorAxisLength (float), AspectRation (float), Eccentricity (float), ConvexArea (float), EquivDiameter (float), Extent (float), Solidity (float), roundness (float), Compactness (float), ShapeFactor1 (float), ShapeFactor2 (float), ShapeFactor3 (float), ShapeFactor4 (float),class
128,35377,696.091,266.6400342702,169.3822964027,1.5741906913,0.7723089923,35677,212.2342935863,0.8225678943,0.9915912212,0.917484695,0.7959580945,0.0075371013,0.0018661431,0.6335492881,0.9973273919,DERMASON
129,34432,692.106,245.3611710412,178.9749007667,1.3709250291,0.6840506737,34914,209.3804766551,0.7452813853,0.9861946497,0.9032893404,0.8533562004,0.0071259634,0.0023310133,0.7282168048,0.9983306443,DERMASON
130,35954,710.093,251.6607689464,182.0148219147,1.3826388769,0.6905814276,36380,213.958067367,0.7945635359,0.9882902694,0.8960383862,0.8501844299,0.0069995207,0.0022558003,0.7228135648,0.9993901354,SEKER
131,33429,679.27,249.3812916511,171.0141797713,1.4582492047,0.7278335409,33812,206.3083244587,0.8155005855,0.9886726606,0.9104338166,0.8272806797,0.0074600285,0.0021554193,0.684393323,0.998016019,DERMASON
132,73480,1069.283,413.7832999393,230.2004050878,1.7974916238,0.8309608967,75618,305.8719368415,0.7718487395,0.9717263086,0.8075951222,0.7392080272,0.0056312371,0.0010371708,0.5464285075,0.9822006652,CALI
133,48915,894.486,310.0875692821,201.7558507552,1.5369446196,0.7593850133,50027,249.5606385845,0.708656284,0.9777720031,0.7682539938,0.8048069749,0.0063393145,0.0016405482,0.6477142668,0.9955009574,BARBUNYA
134,26006,593.423,221.9037691081,149.4269501306,1.4850317758,0.7392908352,26248,181.9666661792,0.7141170333,0.9907802499,0.9280143091,0.8200251258,0.0085327912,0.0023800141,0.6724412069,0.9985965597,DERMASON
135,61639,982.13,406.9857279558,193.920952043,2.0987197292,0.8791847876,62213,280.144984424,0.8044661385,0.9907736325,0.8030220933,0.6883410527,0.0066027309,0.0009143617,0.4738134049,0.9944015407,HOROZ
136,36244,701.396,237.5323078015,194.5318785544,1.2210456691,0.5738360678,36667,214.8192125006,0.7454852112,0.9884637412,0.9258047744,0.9043789221,0.0065537001,0.0027043821,0.8179012348,0.9986947605,SEKER
137,175054,1619.861,607.6671568526,370.082793954,1.6419762463,0.793153169,177343,472.1076945614,0.768168155,0.9870928089,0.8383519988,0.7769182343,0.0034713126,0.000780144,0.6036019428,0.9911000524,BOMBAY
138,41854,764.973,289.0148724867,185.5032851586,1.5580040657,0.7668328519,42437,230.8466328655,0.6833975573,0.9862619884,0.8987825259,0.7987361719,0.0069053107,0.0017337098,0.6379794723,0.9939746117,SIRA
139,59442,975.979,402.8874444159,190.1494602786,2.1187935208,0.8816163723,60289,275.1070791858,0.7324683006,0.9859510027,0.7841918622,0.6828385521,0.0067778245,0.0009089546,0.4662684882,0.9879266517,HOROZ
140,43877,781.608,290.1891389182,193.078982787,1.5029556026,0.7465265305,44239,236.3597501783,0.7105587045,0.9918171749,0.902544862,0.8145024003,0.006613696,0.0017955333,0.66341416,0.9970820286,SIRA
141,24545,584.164,221.9685464416,141.1223373617,1.572880315,0.7718733822,24783,176.7814035059,0.7837596194,0.9903966429,0.9038644837,0.7964254681,0.0090433305,0.0022443404,0.6342935263,0.9976678014,DERMASON
142,51935,861.798,333.0331133894,199.1773475321,1.6720431189,0.801443346,52533,257.1491702414,0.6844359515,0.988616679,0.8787372491,0.7721429489,0.0064124986,0.0014060407,0.5962047335,0.9968800221,SIRA
143,48959,885.222,358.5253122755,174.564011618,2.0538329118,0.8734607727,49648,249.6728556946,0.7095507246,0.986122301,0.7851235517,0.6963883641,0.0073229705,0.0010623633,0.4849567536,0.9960201414,HOROZ
144,23662,575.093,207.9470169344,145.1253317309,1.4328788396,0.7161993949,24014,173.5724462797,0.7178133722,0.9853418839,0.8990527033,0.8346955337,0.0087882266,0.0026314394,0.696716634,0.998310522,DERMASON
145,41986,744.924,261.5609811468,204.7816195179,1.2772678611,0.6221209695,42345,231.210370713,0.756913647,0.9915220215,0.9508027567,0.8839635396,0.006229719,0.0023463113,0.7813915393,0.9980463001,SEKER
146,42893,771.015,282.4577572229,194.1881176577,1.4545573675,0.7261897081,43311,233.6943811741,0.7099139358,0.9903488721,0.9067146483,0.8273604643,0.0065851714,0.0019033818,0.684525338,0.9956813736,SIRA
147,47348,816.287,313.4018532752,192.7825487989,1.6256754319,0.7884265287,47850,245.5307434195,0.6922222222,0.9895088819,0.8929471239,0.783437433,0.0066191149,0.0015381439,0.6137742114,0.9977976562,SIRA
148,27125,603.014,213.8352396606,162.1897200105,1.3184265911,0.6516964943,27498,185.8403149237,0.7447217418,0.9864353771,0.9373997224,0.8690817997,0.0078833268,0.0027741626,0.7553031746,0.9958117897,DERMASON
149,32771,660.823,240.4080194967,173.8389124516,1.3829355931,0.690743911,33168,204.2677975612,0.7649626517,0.9880306319,0.9430381399,0.8496713129,0.0073359989,0.0023585378,0.72194134,0.9983983752,DERMASON
150,180097,1628.676,605.1446051207,381.944458682,1.5843785434,0.7756507948,182527,478.8597104457,0.7339633868,0.9866869011,0.8531923429,0.7913145162,0.0033601038,0.0008126976,0.6261786636,0.9921040389,BOMBAY
151,77724,1121.666,401.7467361004,247.3877495772,1.6239556598,0.7879178567,79022,314.5811030164,0.7021962832,0.9835741945,0.7763148534,0.7830333759,0.0051688891,0.0011986657,0.6131412677,0.995714232,BARBUNYA
152,29063,628.813,238.2885153716,155.7110108772,1.5303254024,0.7569646795,29336,192.3646560277,0.6971550566,0.9906940278,0.9236496767,0.8072762371,0.0081990337,0.0021479843,0.6516949229,0.9973052952,DERMASON
153,67437,1041.175,380.6478801062,226.5663952859,1.6800721026,0.8035683049,68653,293.0246665015,0.7999833923,0.9822877369,0.7817369552,0.7698050661,0.005644496,0.0012227228,0.5925998398,0.9956104588,BARBUNYA
154,36069,713.066,256.7620264818,179.5398325048,1.4301117635,0.7148810833,36537,214.2999699931,0.7085690712,0.9871910666,0.8914243798,0.8346248584,0.0071186345,0.0021307952,0.6965986542,0.9962139299,DERMASON
155,35838,684.103,241.756864584,189.1084506828,1.2784032851,0.6229950541,36131,213.6126372765,0.7835497835,0.9918906202,0.9623003401,0.8835845784,0.0067458247,0.0025363391,0.7807217072,0.9980771953,SEKER
156,48618,888.662,373.8354779203,166.3130426631,2.2477820857,0.8955887065,49190,248.8018492414,0.7832390895,0.9883716202,0.7736307682,0.6655383556,0.0076892402,0.0009305839,0.4429413028,0.9956355254,HOROZ
157,38945,735.297,264.5954062871,187.8797142966,1.408323444,0.7041369838,39496,222.6798465729,0.7157428508,0.9860492202,0.9051821561,0.8415862153,0.006794079,0.002102349,0.7082673578,0.9974695246,DERMASON
158,26647,600.589,212.5258938408,159.8763041129,1.3293145286,0.6588579066,27032,184.1955866696,0.7637869755,0.9857576206,0.9283322513,0.8666971508,0.007975603,0.0027759572,0.7511639513,0.9985331538,DERMASON
159,234898,1869.885,695.1376296584,432.5894199047,1.6069224019,0.7827728081,238265,546.8833720083,0.7994676977,0.9858686756,0.8442272915,0.7867267555,0.0029593169,0.0006993055,0.6189389878,0.9945869249,BOMBAY
160,57000,906.065,349.0001319959,208.9058656925,1.6706095391,0.8010601073,57581,269.3968337785,0.7658099448,0.9899098661,0.8725011551,0.7719104066,0.0061228093,0.0013409052,0.5958456758,0.9954254697,SIRA
161,35976,702.411,265.2718779508,173.2279745188,1.5313454925,0.7573402313,36316,214.0235170756,0.8060764939,0.9906377354,0.9163051559,0.806808165,0.007373579,0.0019272553,0.6509394151,0.9968131392,DERMASON
162,51527,856.204,331.6249643709,198.2840686149,1.6724740756,0.8015583252,52055,256.1371000491,0.7205767187,0.9898568821,0.8832633635,0.7723697778,0.0064359455,0.0014128407,0.5965550737,0.9977228954,SIRA
163,45881,809.692,308.5411177474,190.2821150448,1.6214930009,0.7871860585,46486,241.6971318655,0.7611061345,0.9869853289,0.8794335755,0.7833546907,0.0067248124,0.0015620457,0.6136445715,0.9950203777,SIRA
164,38322,724.661,259.4917408797,188.6240566564,1.3757086211,0.6867453196,38765,220.8915703085,0.71951334,0.9885721656,0.9170399435,0.8512470168,0.0067713517,0.0021931965,0.7246214836,0.996868022,DERMASON
165,70765,1035.257,396.4028104733,229.6777804896,1.7259083993,0.8150397637,71792,300.1679469617,0.8021605568,0.9856947849,0.8297208882,0.7572296135,0.0056016789,0.0011360785,0.5733966875,0.9896301592,HOROZ
166,28184,626.725,233.6611576339,153.9845763868,1.5174322203,0.7521359133,28504,189.4333215905,0.7085857951,0.9887735055,0.9016924975,0.810718065,0.0082905605,0.0022092408,0.657263781,0.9973532385,DERMASON
167,43346,787.501,293.1298791491,189.8997001811,1.5436036964,0.7617809613,43954,234.9251823583,0.7894008377,0.9861673568,0.8783278686,0.8014371754,0.0067625589,0.001720952,0.642301546,0.9914590407,SIRA
168,40647,750.745,281.1800423029,184.551568352,1.5235852224,0.7544594912,41131,227.493665351,0.7536712898,0.9882327198,0.9062613623,0.8090676119,0.0069176087,0.001828416,0.6545904007,0.9973242612,SIRA
169,21314,537.215,193.9609964807,140.0814439225,1.3846301912,0.691669153,21587,164.7356295902,0.7620852403,0.9873534998,0.9280653635,0.8493234855,0.0091001687,0.002920934,0.7213503831,0.9988035189,DERMASON
170,50362,898.204,360.9807059813,178.6500411247,2.0206024231,0.868948847,51020,253.2249789258,0.7472993827,0.9871030968,0.7844456574,0.7014917272,0.0071677198,0.0010706586,0.4920906433,0.9943195463,HOROZ
171,42173,741.927,259.626708732,207.0376737001,1.2540070804,0.6033934072,42526,231.7246886288,0.7997003944,0.9916991958,0.9627687997,0.8925302399,0.0061562305,0.0024098299,0.7966102291,0.9989548677,SEKER
172,67162,1026.783,367.1483308945,233.5014955555,1.5723596546,0.7716999276,68174,292.4265964366,0.6974247144,0.9851556312,0.8005272965,0.7964808003,0.0054666081,0.0013570597,0.6343816653,0.9974761362,BARBUNYA
173,35589,687.923,235.0639059855,192.9944470159,1.2179827431,0.5708854877,35977,212.8692607155,0.779998685,0.989215332,0.9450308573,0.9055803775,0.0066049596,0.0027400465,0.8200758201,0.9988381969,SEKER
174,67630,1041.652,353.0364609801,245.4218901684,1.4384880694,0.7188411726,68870,293.443675022,0.7136676375,0.9819950632,0.7832563913,0.8311993447,0.0052201162,0.0015370242,0.6908923506,0.9938404036,BARBUNYA
175,41229,744.176,270.6902769308,194.4244689055,1.3922644534,0.6957806326,41609,229.1165493584,0.7967880334,0.9908673604,0.9355378132,0.8464158815,0.006565531,0.0020786666,0.7164198444,0.9974458831,SEKER
176,50797,889.827,367.6218950567,176.9150755813,2.0779568607,0.8765878113,51321,254.3162384786,0.8017203283,0.9897897547,0.8061888168,0.6917875184,0.0072370789,0.0010224309,0.4785699706,0.9944477536,HOROZ
177,70002,1048.285,382.0247491751,234.1121030907,1.6318026455,0.7902231469,71186,298.545330914,0.7057506956,0.9833675161,0.8005004296,0.7814816489,0.0054573405,0.0012555556,0.6107135676,0.9965640153,BARBUNYA
178,169361,1602.094,587.0730698454,369.3906890962,1.5893012119,0.7772374887,171156,464.3674434496,0.7994722457,0.9895124915,0.8291770735,0.7909874721,0.0034664006,0.0008370221,0.625661181,0.9943640732,BOMBAY
179,38085,738.65,282.2942538908,172.1916458886,1.6394189883,0.7924228167,38558,220.2074659525,0.7722019465,0.9877327662,0.8771753516,0.7800635788,0.0074122162,0.0016929645,0.6084991869,0.9975851214,DERMASON
180,84442,1119.674,443.7774674267,245.1097165772,1.8105258071,0.8336283829,86086,327.8946380112,0.7354678001,0.9809028181,0.8464185795,0.7388717591,0.0052554116,0.0009661905,0.5459314764,0.9884230269,CALI
181,36166,684.301,238.5692528988,193.2829525914,1.2343005407,0.5861874572,36460,214.5879338987,0.7873470632,0.9919363686,0.9705457065,0.8994785845,0.0065965065,0.0026635268,0.8090617239,0.9986253234,SEKER
182,30612,652.526,241.3117547302,161.9323695758,1.4902008497,0.7414116597,31020,197.4244385668,0.7687594174,0.9868471954,0.9034537542,0.8181302183,0.0078829137,0.0021784935,0.669337054,0.9974466466,DERMASON
183,43732,796.006,293.4623128566,190.3073846556,1.5420437488,0.7612231463,44378,235.9688788174,0.6977360116,0.9854432376,0.8673143277,0.8040858007,0.0067104709,0.0017303834,0.6465539749,0.9970145153,SIRA
184,81666,1105.021,440.4452613724,239.5092586714,1.8389487898,0.8392220186,83062,322.4598900024,0.7751874703,0.9831932773,0.8404465241,0.7321225094,0.0053932513,0.0009557966,0.5360033687,0.9856827463,CALI
185,37423,720.829,265.900756578,179.8417138378,1.4785265938,0.7365813022,37870,218.2852342295,0.7933644265,0.9881964616,0.9050737359,0.8209274657,0.0071052763,0.0019905811,0.673921904,0.9964114571,DERMASON
186,40619,750.107,276.4574256951,187.3624135569,1.4755223337,0.7353144432,41042,227.4152964679,0.7447561423,0.9896934847,0.9071783031,0.8226051295,0.0068061111,0.0019224031,0.6766791991,0.998455271,SIRA
187,69589,1026.872,385.7660295364,230.7242449536,1.6719787277,0.8014261573,70774,297.663344533,0.7390976485,0.9832565631,0.8293117826,0.7716162693,0.0055434915,0.0012121843,0.595391667,0.995482202,BARBUNYA
188,55152,930.392,371.3749452801,189.5356338688,1.9593937968,0.8599597085,55884,264.9937874201,0.7282426419,0.9869014387,0.800643524,0.713547833,0.0067336623,0.0010767713,0.5091505099,0.9976263508,HOROZ
189,43533,820.623,333.7998456295,167.4809878423,1.9930611225,0.8650180408,44179,235.431385123,0.8169688098,0.9853776681,0.8123460833,0.7053070521,0.0076677428,0.0011704698,0.4974580378,0.9914642752,HOROZ
190,44542,789.281,285.525474729,199.0328580379,1.4345645113,0.7169975786,45086,238.1441492071,0.7977290637,0.9879341703,0.8984962749,0.8340556983,0.0064102527,0.0019135293,0.6956489079,0.9979532356,SEKER
191,39451,742.1,278.3846022665,180.7238530608,1.5403866039,0.7606282673,39878,224.121782251,0.7998986212,0.9892923416,0.9002083086,0.8050796647,0.007056465,0.0018286155,0.6481532665,0.998406609,SIRA
192,31663,663.263,254.3668998858,158.734294792,1.6024697134,0.7813949887,31940,200.7849190177,0.7136449693,0.991327489,0.9044621206,0.7893515985,0.0080335691,0.0019238458,0.623075946,0.9984603326,DERMASON
193,84221,1205.045,397.2842289589,271.9564097552,1.4608378943,0.728976568,86303,327.4652770862,0.7050142307,0.9758756938,0.7288257825,0.8242594425,0.0047171635,0.001343125,0.6794036286,0.9924985662,BARBUNYA
194,33212,671.035,239.9725042511,176.7845456119,1.3574291996,0.6762342396,33613,205.6376224326,0.7579533525,0.9880700919,0.9268608702,0.8569216006,0.0072254759,0.0024033143,0.7343146295,0.9967801198,DERMASON
195,40126,721.437,250.2511911988,204.3694336073,1.2245040111,0.5771230722,40413,226.0309933882,0.7609565531,0.9928983248,0.9688106601,0.9032164535,0.0062366344,0.0025603386,0.8157999618,0.9989503255,SEKER
196,45739,777.912,281.4568789651,207.0901080161,1.3591034437,0.6772215421,46085,241.3228201738,0.7807821649,0.9924921341,0.9498074844,0.8574060121,0.0061535425,0.0020514034,0.7351450696,0.9991381957,SEKER
197,102300,1232.892,491.1081828158,267.1810116658,1.8381103498,0.8390612412,102966,360.9049811604,0.7932630795,0.9935318455,0.8457371904,0.7348787778,0.0048006665,0.0008636626,0.5400468181,0.9926656457,CALI
198,39141,713.315,254.0004502999,196.5365762806,1.2923825942,0.6334731449,39440,223.2394880403,0.7607580175,0.9924188641,0.9666718407,0.8788940641,0.0064893705,0.0023885177,0.7724547759,0.9983071071,SEKER
199,171055,1550.608,581.8116211676,376.6415788152,1.5447355095,0.7621843695,172890,466.6840369293,0.8168035527,0.989386315,0.8940083946,0.8021222333,0.0034013132,0.0008685375,0.6434000771,0.993882946,BOMBAY
200,51339,889.001,360.4412656625,181.9405006559,1.9810941729,0.8632529584,51958,255.6694056534,0.6375931446,0.9880865314,0.8163055892,0.7093233489,0.0070208081,0.0010963365,0.5031396133,0.9967669561,HOROZ
201,31387,658.065,239.840465916,167.3445942994,1.4332131069,0.7163579687,31772,199.9079027718,0.79581643,0.9878824122,0.9107980362,0.8335036459,0.007641395,0.0022750054,0.6947283277,0.995693745,DERMASON
202,42922,774.96,286.1235863864,191.6548006436,1.4929111372,0.7425124782,43383,233.7733683274,0.703720099,0.9893737178,0.8981135336,0.8170363418,0.0066661289,0.0018323945,0.6675483838,0.9965904169,SIRA
203,40029,750.006,281.3352813903,182.1284354062,1.5447081658,0.7621746365,40510,225.7576260865,0.7910869565,0.9881263885,0.8942421353,0.8024504604,0.0070282865,0.0017976376,0.6439267414,0.9946788957,SIRA
204,43133,772.6,287.5099678172,191.8002208998,1.4990074905,0.7449609503,43558,234.3472664297,0.7692979953,0.9902428945,0.9080507507,0.8150926669,0.0066656613,0.0018148927,0.6643760556,0.9959046839,SIRA
205,46399,808.352,309.8567648891,191.2461346776,1.6201988365,0.7867998752,46822,243.0576919914,0.8013090633,0.9909657853,0.8923134728,0.784419511,0.0066780914,0.0015596447,0.6153139692,0.996930977,SIRA
206,38848,719.237,260.7438933717,189.9817858045,1.3724678514,0.6849240004,39210,222.4023602255,0.7280769159,0.9907676613,0.9437011566,0.8529532843,0.0067119001,0.0021914231,0.7275293053,0.9985105825,SEKER
207,35790,700.082,260.6489340886,175.298702348,1.486884561,0.7400542598,36164,213.4695371852,0.7377251927,0.9896582236,0.9176429647,0.8189925577,0.0072827308,0.0020211281,0.6707488095,0.9973260492,DERMASON
208,38315,724.757,271.6567490874,179.8190264017,1.510723056,0.7495615146,38694,220.8713950618,0.7786019102,0.9902051998,0.916629556,0.8130532218,0.0070900887,0.0019112053,0.6610555414,0.9986718477,DERMASON
209,36447,706.901,259.8884392031,178.9012545405,1.4526921003,0.7253529794,36835,215.4199658503,0.7734275528,0.98946654,0.9165464059,0.828893992,0.0071305852,0.0020763516,0.68706525,0.9980942611,SIRA
210,36677,690.331,239.3814703498,195.21093801,1.2262707858,0.5787844496,36981,216.0986043043,0.7776646948,0.9917795625,0.9671390449,0.9027373923,0.0065267462,0.0026737587,0.8149347994,0.9993307369,SEKER
211,28278,680.236,237.109431402,153.089171666,1.5488321533,0.7636353702,29241,189.7489600657,0.7120231651,0.9670667898,0.7679612902,0.8002590152,0.0083849435,0.0021213005,0.6404144914,0.9918945557,DERMASON
212,37916,732.54,259.5328974308,186.685900602,1.3902115617,0.694684073,38307,219.7183437453,0.7849128473,0.9897929882,0.8879115194,0.8465914954,0.006844944,0.0021689287,0.7167171601,0.9963884825,SEKER
213,35798,743.142,295.1079192042,156.3808549696,1.8871102813,0.8480534245,36549,213.4933938613,0.7286086461,0.9794522422,0.8145636277,0.7234417648,0.0082436985,0.0013928879,0.523367987,0.9876531091,HOROZ
214,30538,636.623,230.5816083007,169.0705843712,1.3638186037,0.6799749507,30870,197.1856719367,0.7898303331,0.9892452219,0.9468600762,0.8551665217,0.0075506454,0.0024909591,0.7313097798,0.9973738828,DERMASON
215,46482,798.985,301.8648833997,196.5685709534,1.5356721674,0.7589227637,46868,243.2749895044,0.7281015038,0.9917641034,0.9149922557,0.8059068904,0.0064942318,0.0016898456,0.649485916,0.9973974443,SIRA
216,32639,662.16,238.9193282167,174.4626437214,1.369458373,0.6832166832,33017,203.8559920645,0.7918243571,0.9885513523,0.9354505269,0.853241944,0.0073200566,0.002393222,0.728021815,0.9969955702,DERMASON
217,46920,814.753,313.3114693089,191.0962654478,1.6395478403,0.7924597147,47412,244.4184924243,0.7720914925,0.9896228803,0.8882105574,0.7801134538,0.0066775675,0.0015255594,0.6085770007,0.9977911072,SIRA
218,48280,815.562,304.117182145,202.4372214718,1.5022789778,0.7462593312,48680,247.9354860035,0.8087508585,0.9917830731,0.912143486,0.8152629991,0.0062990303,0.0017165023,0.6646537578,0.9984953678,SIRA
219,38887,710.41,246.8180146323,201.018617413,1.2278365945,0.5802469068,39248,222.5139684966,0.8082766935,0.9908020791,0.9682693214,0.9015305014,0.0063470572,0.0025862701,0.812757245,0.9979330879,SEKER
